grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [7, 7, 1]], ['FACT', [7, 8, 4]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['ROW', 6], ['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 6, 6]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,4,0,1,6,4,0,4.4901063442230225,15.62
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 6, 6]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['ROW', 6], ['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 3, 1]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,5,0,1,5,4,0,3.3336832523345947,14.719999999999999
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 0, 1]], ['FACT', [4, 1, 1]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]]]","[['ROW', 7], ['ROW', 8], ['COL', 2], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [6, 2, 1]]",7,8,4,1,2,0,1,0,2,0,4,6,2,0,4,0,1,2,6,2,3.1738829612731934,29.82
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 1 0 8 0 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [6, 1, 5]], ['FACT', [6, 2, 1]], ['FACT', [7, 8, 4]], ['FACT', [8, 4, 4]]]","[['ROW', 6], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 0, 4]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,3.0842626094818115,25.4
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [4 5 1 0 8 0 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [1, 3, 2]], ['FACT', [4, 4, 2]], ['FACT', [6, 0, 4]], ['FACT', [6, 1, 5]], ['FACT', [6, 2, 1]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['ROW', 8], ['COL', 5], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 5, 2]]",6,6,3,1,2,0,1,0,2,0,3,3,3,0,0,0,1,3,5,3,3.3559069633483887,37.32
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [4 5 1 0 8 2 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [6, 2, 1]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [6, 6, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['ROW', 7], ['ROW', 6], ['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [6, 3, 6]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,6,0,1,4,4,0,1.7539288997650146,13.82
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [4 5 1 6 8 2 3 0 0]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 7, 7]], ['FACT', [6, 0, 4]], ['FACT', [6, 5, 2]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 7, 1]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]]]","[['ROW', 7], ['ROW', 6], ['ROW', 8], ['COL', 7], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 8, 7]]",6,8,2,1,3,1,0,0,2,1,2,7,1,0,5,0,1,3,5,1,2.711195707321167,31.72
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [4 5 1 6 8 2 3 0 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [6, 2, 1]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['ROW', 6], ['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 7, 9]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,6,0,1,4,4,0,1.7956151962280273,13.82
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [1, 1, 3]], ['FACT', [3, 4, 3]], ['FACT', [4, 7, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 4], ['ROW', 3], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [5, 0, 3]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,4,4,2.081827402114868,41.220000000000006
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 1, 8]], ['FACT', [3, 0, 5]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [5, 8, 8]], ['FACT', [7, 2, 8]]]","[['ROW', 3], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [3, 5, 8]]",6,6,4,1,1,1,0,0,0,1,4,3,3,0,2,0,1,3,5,3,2.2593514919281006,47.6
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 0]
 [0 1 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [1, 8, 1]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [3, 5, 8]], ['FACT', [4, 1, 1]], ['FACT', [7, 7, 1]]]","[['ROW', 5], ['ROW', 4], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 6, 1]]",6,6,3,1,2,0,1,0,2,0,3,3,3,0,0,0,1,3,5,3,1.9945576190948486,37.32
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 1 0 0]
 [0 1 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 4, 1]], ['FACT', [3, 6, 1]], ['FACT', [4, 1, 1]], ['FACT', [8, 3, 1]]]","[['ROW', 4], ['ROW', 3], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [5, 5, 1]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,4,4,2.705016851425171,41.220000000000006
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 1 0 0]
 [0 1 0 9 2 0 0 3 5]
 [3 0 0 0 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 1, 8]], ['FACT', [3, 5, 8]], ['FACT', [5, 8, 8]], ['FACT', [7, 2, 8]]]","[['ROW', 5], ['ROW', 3], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [4, 0, 8]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,4,4,2.359006881713867,41.220000000000006
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 1 0 0]
 [8 1 0 9 2 0 0 3 5]
 [3 0 0 0 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [2, 7, 7]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [3, 5, 8]], ['FACT', [3, 6, 1]], ['FACT', [6, 8, 7]], ['FACT', [8, 1, 7]]]","[['ROW', 5], ['ROW', 0], ['ROW', 7], ['ROW', 6], ['ROW', 4], ['ROW', 8], ['ROW', 1], ['ROW', 2], ['COL', 2], ['COL', 6], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [3, 2, 7]]",13,8,3,2,8,0,1,0,8,1,3,4,4,0,0,0,1,4,12,4,2.5642378330230713,59.379999999999995
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 0 0]
 [8 1 0 9 2 0 0 3 5]
 [3 0 0 0 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 2, 7]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [7, 5, 7]]]","[['ROW', 4], ['COL', 5], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 6, 7]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,2,0,1,4,2,2,2.327000617980957,39.3
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 0 0]
 [8 1 0 9 2 0 7 3 5]
 [3 0 0 0 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 6, 7]], ['FACT', [5, 4, 5]]]","[['ROW', 5], ['ROW', 4], ['ROW', 3], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 5, 6]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,5,0,1,5,4,0,2.117319107055664,14.719999999999999
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 0 0]
 [8 1 0 9 2 6 7 3 5]
 [3 0 0 0 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 5, 6]], ['FACT', [4, 6, 7]], ['FACT', [5, 0, 3]]]","[['ROW', 5], ['ROW', 4], ['ROW', 3], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [4, 2, 4]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,4,0,1,6,4,0,2.4561848640441895,15.62
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 0 0]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 0 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 2, 7]], ['FACT', [4, 6, 7]], ['FACT', [5, 4, 5]], ['FACT', [5, 5, 1]]]","[['ROW', 5], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 3, 7]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,1.9601340293884277,25.4
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 0 0]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [1, 7, 4]], ['FACT', [4, 2, 4]], ['FACT', [5, 3, 7]], ['FACT', [5, 4, 5]], ['FACT', [5, 5, 1]], ['FACT', [7, 8, 4]]]","[['ROW', 4], ['ROW', 3], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 6, 4]]",6,6,3,1,2,0,1,0,2,0,3,3,3,0,0,0,1,3,5,3,3.354570150375366,37.32
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 0 0]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 7 5 1 4 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [3, 0, 5]], ['FACT', [3, 2, 7]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [3, 5, 8]], ['FACT', [7, 1, 6]], ['FACT', [8, 6, 6]]]","[['ROW', 5], ['ROW', 4], ['COL', 1], ['COL', 7], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 7, 6]]",8,8,4,2,2,0,1,0,2,1,4,5,3,0,0,0,1,5,7,3,3.218083620071411,51.42
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 7 4 3 8 1 6 0]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 7 5 1 4 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [3, 2, 7]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [3, 5, 8]], ['FACT', [3, 6, 1]], ['FACT', [3, 7, 6]], ['FACT', [8, 8, 2]]]","[['ROW', 3], ['COL', 8]]","['DERIVED', [3, 1, 2]]",2,8,0,1,1,1,0,0,0,1,0,7,1,0,2,0,1,7,1,1,2.2838292121887207,35.2
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 6 0]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 7 5 1 4 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 5, 8]], ['FACT', [3, 6, 1]], ['FACT', [3, 7, 6]], ['FACT', [4, 6, 7]], ['FACT', [4, 7, 3]], ['FACT', [5, 6, 4]]]","[['ROW', 5], ['ROW', 4], ['ROW', 3], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 8, 9]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,5,0,1,5,4,0,1.0961558818817139,14.719999999999999
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 6 9]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 7 5 1 4 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 1, 2]], ['FACT', [5, 3, 7]], ['FACT', [5, 4, 5]], ['FACT', [5, 5, 1]], ['FACT', [5, 6, 4]], ['FACT', [5, 8, 8]]]","[['ROW', 5], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 7, 2]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,1,1,1.916118860244751,21.3
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 6 9]
 [8 1 4 9 2 6 7 3 5]
 [3 0 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 2, 9]], ['FACT', [3, 0, 5]], ['FACT', [3, 2, 7]], ['FACT', [4, 0, 8]], ['FACT', [4, 2, 4]], ['FACT', [5, 5, 1]], ['FACT', [5, 7, 2]], ['FACT', [8, 0, 9]]]","[['ROW', 4], ['ROW', 3], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [5, 1, 9]]",7,8,4,1,2,0,1,0,2,0,4,6,2,0,4,0,1,2,6,2,1.9966661930084229,29.82
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 6 9]
 [8 1 4 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [5, 0, 3]], ['FACT', [5, 1, 9]], ['FACT', [5, 3, 7]], ['FACT', [5, 6, 4]]]","[['ROW', 5], ['ROW', 4], ['ROW', 3], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 2, 6]]",5,8,2,0,3,1,0,0,2,0,2,8,0,0,6,0,1,4,4,0,1.2212469577789307,13.82
