grid,hint_facts,hint_constraints,hint_derived,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 0 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 1, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 6, 6]]",5,1,0,0,0,1,0,1,0,2,1,5
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 0 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 1, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 6, 6]]",5,1,0,0,0,1,0,1,0,2,1,5
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 0 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 3, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 7 5 0 0 0 8]
 [0 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 7 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 3, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 0 9]
 [8 0 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 0 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 0 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 0 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 3, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 0 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 0 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [6, 6, 3]], ['FACT', [6, 7, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 6, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 1]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 0 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 6, 2]], ['FACT', [3, 1, 2]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]]]","[['ROW', 3], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 2]]",3,2,0,0,0,1,1,1,0,1,1,3
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 0 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 6, 2]], ['FACT', [3, 1, 2]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]]]","[['ROW', 3], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 2]]",3,2,0,0,0,1,1,1,0,1,1,3
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 0 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [4, 5, 6]], ['FACT', [4, 6, 7]], ['FACT', [5, 0, 3]], ['FACT', [5, 1, 9]]]","[['ROW', 4], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 2, 4]]",8,0,0,0,1,1,0,0,0,4,0,6
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 0 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 0 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 2, 7]], ['FACT', [4, 5, 6]], ['FACT', [5, 0, 3]], ['FACT', [5, 1, 9]]]","[['ROW', 4], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 2, 6]]",5,1,0,0,0,1,0,1,0,2,1,5
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 0 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 0 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 1, 2]], ['FACT', [4, 6, 7]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 6, 4]], ['FACT', [5, 8, 8]]]","[['ROW', 3], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 2]]",5,1,0,0,0,1,0,1,0,2,1,5
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 0 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 6, 1]], ['FACT', [3, 8, 9]], ['FACT', [4, 6, 7]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 6, 4]], ['FACT', [5, 7, 2]], ['FACT', [5, 8, 8]]]","[['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 7, 6]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 0 9]
 [8 1 4 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 2, 7]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [4, 2, 4]], ['FACT', [5, 0, 3]], ['FACT', [5, 1, 9]]]","[['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 2, 6]]",8,0,0,0,0,1,0,0,0,2,2,8
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 7 4 3 8 1 0 9]
 [8 1 4 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [3, 6, 1]], ['FACT', [3, 8, 9]], ['FACT', [4, 6, 7]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 6, 4]], ['FACT', [5, 7, 2]], ['FACT', [5, 8, 8]]]","[['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 7, 6]]",8,0,0,0,0,1,0,0,0,2,2,8
